1,化学科学特点,,
11,化学的主要特点与意义,3050803010000,化学与科技、工业发展
12,化学科学的主要研究对象,3050803010000,化学与科技、工业发展
13,化学的发展趋势,3050803010000,化学与科技、工业发展
14,物质的组成、结构和性质的关系,3050204010600,原子轨道
15,化学反应的本质,3050803020000,化学反应的本质
16,化学反应的基本原理,3050803030000,化学反应的原理
17,化学反应的能量变化规律,3050803030000,化学反应的原理
18,物理变化与化学变化的区别与联系,3050803040000,物理变化和化学变化
19,绿色化学,3050803050000,绿色化学
1A,化学史,3050803060000,化学发展史
2,化学研究方法与工业化学,,
21,科学探究的基本过程,3050606040000,探究陌生物质的性质
22,科学探究方法,,
23,层析法,3050603000000,物质的分离、提纯与检验
24,定量研究的方法,3050603000000,物质的分离、提纯与检验
25,化学研究基本方法及作用,3050802030000,水污染与处理
26,工业制取硫酸,3050402050500,工业制硫酸
27,工业合成氨,3050403030600,工业合成氨
28,氮的固定,3050403010100,氮的固定
29,工业制取硝酸,3050403050600,工业制硝酸
2A,铜的电解精炼,3050202040300,粗铜精炼
2B,高炉炼铁,3050402050500,工业制硫酸
2C,工业制取漂粉精,,
2D,工业制取水煤气,3050404020100,一氧化碳的性质
2E,硅酸盐工业,3050404050402,水泥的主要化学成分、生产原料及其用途
2G,工业制烧碱,3050202040100,氯碱工业
2H,纯碱工业（侯氏制碱法）,3050301031200,侯氏制碱法
2I,工业制氨气,3050403030600,工业合成氨
2J,工业制金属铝,3050302030300,氧化铝存在形式与用途
2K,氯碱工业,3050202040100,氯碱工业
2L,以氯碱工业为基础的化工生产简介,3050202040100,氯碱工业
2M,工业制冰晶石,3050302030300,氧化铝存在形式与用途
3,物质的组成、性质和分类,,
31,元素,3050102010100,元素
32,核素,3050102010200,核素
33,同位素及其应用,3050102010300,同位素
34,同素异形体,3050402010100,同素异形体
35,分子、原子、离子,3050102010700,离子
36,原子团,3050102010800,原子团
37,混合物和纯净物,3050102020700,混合物和纯净物
38,单质和化合物,3050102020201,金属单质和非金属单质
39,金属和非金属,3050102020201,金属单质和非金属单质
3A,酸、碱、盐、氧化物的概念及其相互联系,3050102020301,酸、碱、盐、氧化物
3B,无机化合物与有机化合物的概念,3050102020302,有机化合物
3C,分散系、胶体与溶液的概念及关系,3050102020601,分散质
4,化学用语,3050101000000,化学用语
41,常见元素的名称、符号、离子符号,3050101010000,原子符号、离子符号
42,常见元素的化合价,3050101020000,常见元素的化合价
43,电子式,3050101030000,电子式
44,原子结构示意图,3050204010400,原子结构示意图
45,分子式,3050101050000,分子式
46,结构式,3050101060000,结构式、结构简式、实验式
47,结构简式,3050101060000,结构式、结构简式、实验式
48,化学方程式的书写,3050101090000,化学方程式的书写与应用
49,离子方程式的书写,3050203050300,复杂条件下的离子方程式书写与判断
4A,电离方程式的书写,3050101110000,电离方程式的书写与应用
4B,物质的量的单位--摩尔,3050103010100,物质的量
4C,摩尔质量,3050103010300,摩尔质量
4D,气体摩尔体积,3050103020300,气体摩尔体积
4E,物质的量浓度,3050103030100,物质的量浓度
4F,阿伏加德罗常数,3050103010600,阿伏伽德罗常数
4G,阿伏加德罗定律及推论,3050103020200,阿伏伽德罗定律及推论
4H,物质的量与其浓度和气体摩尔体积的综合应用,3050103030300,浓溶液稀释
4I,球棍模型与比例模型,3050101080000,球棍模型与比例模型
4J,电子式、化学式或化学符号及名称的综合,3050101070000,常见物质的俗称、化学式和元素符号
5,化学常用计量,,
51,氧化还原反应的电子转移数目计算,3050701010000,氧化还原反应的电子转移数目计算
52,物质分子中的原子个数计算,3050701020000,物质分子中的原子个数计算
53,物质结构中的化学键数目计算,3050701030000,物质结构中的化学键数目计算
54,物质的量的相关计算,3050701040000,物质的量的相关计算
55,根据化合价正确书写化学式(分子式),3050701050000,根据化合价正确书写化学式(分子式)
56,根据化学式判断化合价,3050701060000,根据化学式判断化合价
57,相对原子质量及其计算,3050701070000,相对原子质量及其计算
58,相对分子质量及其计算,3050701080000,相对分子质量及其计算
59,质量守恒定律,3050701090000,质量守恒定律
5A,化学方程式的有关计算,3050701100000,化学方程式的有关计算
5B,离子方程式的有关计算,3050701110000,离子方程式的有关计算
5C,物质的量浓度的相关计算,3050701130000,物质的量浓度的相关计算
5D,有关反应热的计算,3050701140000,有关反应热的计算
5E,元素质量分数的计算,3050701150000,元素质量分数的计算
6,溶液和胶体,,
61,溶液的含义,3050102020402,不饱和溶液
62,溶解度、饱和溶液的概念,3050102020403,溶解度
63,溶液的组成,3050102020404,溶液的组成
64,溶液中溶质的质量分数及相关计算,3050701120000,溶液中溶质的质量分数及相关计算
65,配制一定溶质质量分数、物质的量浓度溶液的方法,3050605010000,一定浓度溶液的配制
66,胶体的重要性质,3050102020502,胶体的性质
67,胶体的应用,3050102020503,胶体的应用
68,纳米材料,3050102020504,纳米材料
7,元素周期律,3050204040100,元素周期律
71,元素周期律的实质,3050204040101,元素周期律及其实质
72,元素周期表的结构及其应用,3050204040200,元素周期表结构
73,同一周期内元素性质的递变规律与原子结构的关系,3050204040102,同周期元素及物质性质递变规律
74,同一主族内元素性质递变规律与原子结构的关系,3050204040103,同主族元素及物质性质递变规律
75,金属在元素周期表中的位置及其性质递变的规律,3050204040302,元素周期律与元素周期表的应用
76,非金属在元素周期表中的位置及其性质递变的规律,3050204040302,元素周期律与元素周期表的应用
77,元素周期律的作用,3050204040301,原子结构与元素周期律的应用
78,元素周期律和元素周期表的综合应用,3050204040302,元素周期律与元素周期表的应用
79,微粒半径大小的比较,3050204040104,微粒半径大小比较
8,物质结构,,
81,原子构成,3050204010101,原子构成
82,原子序数,3050204010101,原子构成
83,核电荷数,3050204010101,原子构成
84,质子数、中子数、核外电子数及其相互联系,3050204010102,质子数、中子数、核外电子数及其相互联系
85,质量数与质子数、中子数之间的相互关系,3050204010103,质量数与质子数、中子数之间的相互关系
86,原子核外电子排布,3050204010200,核外电子的排布及运动
87,画元素的原子结构示意图,3050204010400,原子结构示意图
88,原子核外电子的运动状态,3050204010200,核外电子的排布及运动
