0,主要自然灾害的类型与分布,3080402010000,主要自然灾害的类型及分布,0
0,生态环境问题与生态环境保护,3080403030000,生态环境问题与生态环境保护,0
0,世界洋流分布规律及其对地理环境的影响,3080102040200,洋流,0
0,等高线地形图,3080101010300,等高线地形图、地形剖面图,0
0,城乡建设与生活环境,3080404030000,城乡建设与生活环境,0
0,人类活动的差异,3080301010200,不同区域自然环境、人类活动的差异,0
0,中国地理概况,3080306000000,中国地理,0
0,不同发展阶段地理环境对人类活动的影响,3080301010300,地理环境差异对区域发展的影响,0
0,布局,3080302050000,区域农业发展--以我国东北地区为例,0
0,不同区域自然环境,3080301010200,不同区域自然环境、人类活动的差异,0
0,流域开发的地理条件,3080302040000,流域的综合开发--以美国田纳西河流域为例,0
0,环境与环境问题,3080403010000,环境与环境问题,0
0,地表形态对聚落及交通线路的影响,3080104010000,地形对聚落及交通线分布的影响,0
0,常见的天气系统,3080102020300,锋面气旋与天气图,0
0,地图的基本知识,3080101010200,地图的基本知识,0
0,数字地球的含义,3080304040000,地理信息技术与数字地球,0
0,城乡规划,3080404020000,城乡规划,0
0,自然资源的分布和利用,3080104030200,自然资源及其利用-以煤炭为例,0
0,自然灾害与防治,3080402030000,自然灾害与环境,0
0,农业的分类,3080202010100,农业生产活动,0
0,移动,3080102010300,全球气压带和风带的分布和移动,0
0,城市化对地理环境的影响,3080201060300,城市化对地理环境的影响,0
0,地球仪，经纬网及其地理意义,3080101010100,地球的形状、大小与经纬网,0
0,自然灾害发生的主要原因及防治措施,3080104040000,自然灾害对人类的危害,0
0,地球是太阳系中一颗既普通又特殊的行星,3080101020200,地球是太阳系中一颗既普通又特殊的行星,0
0,地球的形状和大小,3080101010100,地球的形状、大小与经纬网,0
0,水循环过程和主要环节及对地理环境的影响,3080102040100,水循环,0
0,农业区位因素,3080202010200,农业区区位的选择,0
0,外部圈层,3080101050102,外部结构：大气圈、水圈、生物圈,0
0,资源的跨区域调配,3080303020000,资源跨区域调配,0
0,内部圈层,3080101050101,内部结构：地壳—（莫霍面）—地幔—（古登堡面）—地核,0
0,旅游地理,3080401000000,旅游地理,0
0,产业转移,3080303030000,产业转移,0
0,自然地理环境整体性的表现,3080103010200,自然地理要素之间的相互作用,0
0,人地关系思想的历史演变,3080203010000,人地关系思想的历史演变,0
0,地形剖面图,3080101010300,等高线地形图、地形剖面图,0
0,自然地理要素在地理环境形成和演变中的作用,3080103010100,自然地理要素在地理环境形成和演变中的作用,0
0,大气受热过程,3080102010200,对流层大气的受热过程,0
0,我国的主要自然灾害,3080402020000,我国的主要自然灾害,0
0,荒漠化的防治,3080302010000,荒漠化的防治——以我国西北地区为例,0
0,世界分区地理,3080305000000,世界地理,0
0,世界主要陆地自然带,3080103020100,陆地自然带,0
0,内容,3080302040000,流域的综合开发--以美国田纳西河流域为例,0
0,城乡发展与城市化,3080404010000,城乡发展与城市化,0
0,太阳对地球的影响,3080101030200,太阳活动,0
0,地域分异的基本规律,3080103020200,陆地环境的地域分异规律,0
0,主要农业地域类型的特点及分布,3080202010300,世界主要农业地域类型,0
0,可持续发展的基本内涵及协调人地关系的主要途径,3080203030000,可持续发展,0
0,区域的含义,3080301010100,区域的含义,0
0,区域工业化和城市化的推进,3080303010000,区域工业化与城市化--以我国珠江三角洲地区为例,0
0,矿产资源的开发,3080302030000,能源资源的开发与保护--以我国山西省为例,0
0,地理信息系统（GIS）在城市管理中的功能,3080304030000,地理信息系统(GIS),0
0,工业地域的形成,3080202020200,工业地域的形成与发展,0
0,传统工业区和新兴工业区,3080202020300,世界主要工业区,0
0,地球运动的基本形式,3080101040300,地球公转的基本特征,0
0,区域农业生产条件,3080302050000,区域农业发展--以我国东北地区为例,0
0,中国区域差异,3080306040000,区域差异,0
0,地球所处的宇宙环境,3080101020100,地球所处的宇宙环境,0
0,全球定位系统（GPS）在定位导航中的应用,3080304020000,全球定位系统（GPS),0
0,人类面临的主要环境问题,3080203020000,人类所面临的主要环境问题,0
0,交通运输布局及其变化对生产生活的影响,3080202030200,交通运输布局,0
0,气候类型及其判断,3080102030200,气候形成因子与气候成因分析,0
0,森林的开发与保护,3080302020000,森林的开发与保护--以亚马逊雨林为例,0
0,城市空间结构及其形成原因,3080201050300,城市空间结构的形成与变化,0
0,大气的热状况与大气运动,3080102010100,大气的垂直分层,0
0,区域能源,3080302030000,能源资源的开发与保护--以我国山西省为例,0
0,环境问题与资源的利用保护,3080403020000,环境问题与资源的利用保护,0
0,地球运动的地理意义,3080101040400,地球公转的地理意义,0
0,环境和灾害监测中的应用,3080304010000,遥感（RS）,0
0,等值线图,3080101010400,等值线图,0
0,环境管理,3080403050000,环境管理,0
0,地域文化对人口或城市的影响,3080201040000,地域文化与人口,0
0,商业中心及其形成,3080202030400,交通布局对商业网点的影响,0
0,全球气压带和风带的分布,3080102010300,全球气压带和风带的分布和移动,0
0,环境污染与防治,3080403040000,环境污染与防治,0
0,世界地理概况,3080305010000,世界地理概况,0
0,城市的发展和城市化,3080201060100,城市区位分析,0
0,城市化的过程和特点,3080201060200,城市化的进程和特点,0
0,工业区位因素,3080202020100,工业区位的选择,0
0,人口分布与人口合理容量,3080201030000,环境承载力与人口合理容量,0
0,全球气候变化对人类活动的影响,3080104020000,全球气候变化对人类活动的影响,0
0,城市地域结构及服务功能,3080201050400,不同等级城市的服务功能,0
0,遥感（RS）在资源普查,3080304010000,遥感（RS）,0
0,现代交通运输方式的特点,3080202030100,主要的交通运输方式,0
0,防灾与减灾,3080402040000,防灾与减灾,0
0,人口与地理环境,3080201000000,人口与城市,0
0,城市与地理环境,3080201000000,人口与城市,0
