1,细胞是生命活动的基本单位,2060101000000,细胞是生命活动的基本单位
11,细胞是生命活动的基本结构和功能单位,2060101010000,细胞是生命活动的基本结构和功能单位
12,细胞中的物质,2060101020000,细胞中的物质
13,细胞膜控制物质的进出,2060101030000,细胞膜控制物质的进出
14,细胞核在生物遗传中的重要功能,2060101040000,细胞核在生物遗传中的重要功能
15,线粒体和叶绿体是细胞中两种能量转换器,2060101050000,线粒体和叶绿体是细胞中两种能量转换器
16,细胞壁及其作用,2060101060000,细胞壁及其作用
17,显微镜的基本构造和使用方法,2060101070000,显微镜的基本构造和使用方法
18,使用显微镜和制作临时装片,2060101080000,使用显微镜和制作临时装片
19,画细胞结构图及注意事项,2060101090000,画细胞结构图及注意事项
1A,制作临时装片观察植物细胞,2060101100000,制作临时装片观察植物细胞
1B,植物细胞的基本结构,2060101110000,植物细胞的基本结构
1C,动物细胞的结构,2060101120000,动物细胞的结构
1D,制作临时装片观察人的口腔上皮细胞,2060101130000,制作临时装片观察人的口腔上皮细胞
1E,单细胞生物可以独立完成生命活动,2060101140000,单细胞生物可以独立完成生命活动
1F,动、植物细胞结构的相同点和不同点,2060101150000,动、植物细胞结构的相同点和不同点
2,细胞分裂、分化形成组织,2060102000000,细胞分裂、分化形成组织
21,细胞分裂的基本过程,2060102010000,细胞分裂的基本过程
22,细胞分化形成组织,2060102020000,细胞分化形成组织
23,人体的几种基本组织及功能,2060102030000,人体的几种基本组织及功能
24,植物的几种主要组织及功能,2060102040000,植物的几种主要组织及功能
3,多细胞生物体的结构层次,2060103000000,多细胞生物体的结构层次
31,绿色开花植物体的结构层次,2060103010000,绿色开花植物体的结构层次
32,绿色开花植物由六大器官组成,2060103020000,绿色开花植物由六大器官组成
34,新生命的开端：受精卵,2060103030000,新生命的开端：受精卵
35,组织形成器官,2060103040000,组织形成器官
36,器官构成系统和人体,2060103050000,器官构成系统和人体
37,细胞、组织、器官、系统的概念,2060103060000,细胞、组织、器官、系统的概念
38,动物体人体的结构层次,2060103070000,动物体人体的结构层次
39,单细胞生物的结构和生活,2060103080000,单细胞生物的结构和生活
4,生物的生存依赖一定的环境,2060201000000,生物的生存依赖一定的环境
41,生物的特征,2060201010000,生物的特征
42,环境对生物的影响,2060201020000,环境对生物的影响
43,生物对环境的适应,2060201030000,生物对环境的适应
44,生物对环境的影响,2060201040000,生物对环境的影响
45,生物生存的环境条件,2060201050000,生物生存的环境条件
46,生物和生物之间有密切的联系,2060201060000,生物和生物之间有密切的联系
47,酸雨对生物的影响及其防治,2060201070000,酸雨对生物的影响及其防治
48,废电池对生物的影响及其控制,2060201080000,废电池对生物的影响及其控制
49,温室效应和臭氧层破坏造成的影响及其防治,2060201090000,温室效应和臭氧层破坏造成的影响及其防治
5,生物与环境组成生态系统,2060202000000,生物与环境组成生态系统
51,生态系统的概念,2060202010000,生态系统的概念
52,生态系统的组成及各部分的作用,2060202020000,生态系统的组成及各部分的作用
53,生态系统中的类型,2060202030000,生态系统中的类型
54,生态系统中的食物链和食物网,2060202040000,生态系统中的食物链和食物网
55,生态系统中物质和能量的流动,2060202050000,生态系统中物质和能量的流动
56,保持生态平衡的重要意义,2060202060000,保持生态平衡的重要意义
57,某些有害物质沿食物链积累,2060202070000,某些有害物质沿食物链积累
58,生态系统具有一定的自我调节能力,2060202080000,生态系统具有一定的自我调节能力
65,生物圈的范围,2060202090000,生物圈的范围
6,生物圈是人类与其他生物的共同家园,2060203000000,生物圈是人类与其他生物的共同家园
61,生物圈是最大的生态系统,2060203010000,生物圈是最大的生态系统
62,人类活动对环境的影响,2060203020000,人类活动对环境的影响
63,保护生物圈的意义,2060203030000,保护生物圈的意义
64,生态农业,2060203040000,生态农业
7,绿色开花植物的一生,2060301000000,绿色开花植物的一生
71,种子的结构和成分,2060301010000,种子的结构和成分
72,种子萌发的条件和过程,2060301020000,种子萌发的条件和过程
73,菜豆种子和玉米种子结构的异同,2060301030000,菜豆种子和玉米种子结构的异同
74,种子的知识在农业生产上的应用,2060301040000,种子的知识在农业生产上的应用
75,种子的发芽率,2060301050000,种子的发芽率
76,幼根的生长,2060301060000,幼根的生长
77,叶（枝）芽的结构和发育,2060301070000,叶（枝）芽的结构和发育
79,茎发育成枝条,2060301080000,茎发育成枝条
7A,双子植物木质茎的基本结构和主要功能,2060301090000,双子植物木质茎的基本结构和主要功能
7B,木质茎的生长和年轮的形成,2060301100000,木质茎的生长和年轮的形成
7C,植株的生长发育所需营养物质：水、无机盐和有机物,2060301110000,植株的生长发育所需营养物质：水、无机盐和有机物
7D,花的结构,2060301120000,花的结构
7E,传粉和受精,2060301130000,传粉和受精
7F,双受精的过程,2060301140000,双受精的过程
7G,果实和种子的形成,2060301150000,果实和种子的形成
7H,开花和结果的过程,2060301160000,开花和结果的过程
7I,植物组织培养,2060301170000,植物组织培养
7J,常见植物的栽培过程,2060301180000,常见植物的栽培过程
7K,顶端优势,2060301190000,顶端优势
8,绿色植物的生活需要水和无机盐,2060302000000,绿色植物的生活需要水和无机盐
81,绿色植物的生活需要水的原因,2060302010000,绿色植物的生活需要水的原因
82,水的作用及其对植物分布的影响,2060302020000,水的作用及其对植物分布的影响
83,根尖结构以及与吸收功能相适应的特点,2060302030000,根尖结构以及与吸收功能相适应的特点
84,根系及其在土壤里的分布和意义,2060302040000,根系及其在土壤里的分布和意义
85,根毛的分布位置和功能,2060302050000,根毛的分布位置和功能
86,根的结构,2060302060000,根的结构
87,植物体内水分和无机盐的运输过程,2060302070000,植物体内水分和无机盐的运输过程
88,导管的位置和对水分和无机盐的运输,2060302080000,导管的位置和对水分和无机盐的运输
89,筛管的位置和对有机物的运输,2060302090000,筛管的位置和对有机物的运输
8A,绿色植物的蒸腾作用,2060302100000,绿色植物的蒸腾作用
8B,气孔的功能结构及开闭原理,2060302110000,气孔的功能结构及开闭原理
8C,蒸腾作用的意义,2060302120000,蒸腾作用的意义
8D,绿色植物参与生物圈的水循环,2060302130000,绿色植物参与生物圈的水循环
8E,氮、磷、钾对植物生活的意义,2060302140000,氮、磷、钾对植物生活的意义
8F,无机盐的类型及其对植物的作用,2060302150000,无机盐的类型及其对植物的作用
8G,根对水和无机盐的吸收,2060302160000,根对水和无机盐的吸收
8H,茎的贮藏作用,2060302170000,茎的贮藏作用
8I,茎进行的营养繁殖,2060302180000,茎进行的营养繁殖
8J,合理灌溉,2060302190000,合理灌溉
